Date,Vehicle_Number,Previous_Node,Origin_Type,Vehicle_Size,Arrival_Time,Volume,Dock_Capacity,Required_Docks,Hour
2024-03-14,VH2281,BLRX->NCRU,Longhaul,32ft,16:53,7378,1000,8,16
2024-03-14,VH2282,LJP->NCRU,Milkrun,14ft,15:14,870,1000,1,15
2024-03-14,VH2283,PNQX->NCRU,Longhaul,32ft,21:05,9048,1000,10,21
2024-03-14,VH2284,KRL->NCRU,Milkrun,24ft,11:50,1117,1000,2,11
2024-03-14,VH2285,PNQX->NCRU,Longhaul,32ft,15:03,6746,1000,7,15
2024-03-14,VH2286,LKOX->NCRU,Longhaul,32ft,16:20,6076,1000,7,16
2024-03-14,VH2287,LKOX->NCRU,Longhaul,32ft,00:41,7802,1000,8,0
2024-03-14,VH2288,GZBX->NCRU,Milkrun,24ft,15:13,829,1000,1,15
2024-03-14,VH2289,NDLX->NCRU,Milkrun,24ft,22:03,1044,1000,2,22
2024-03-14,VH2290,PATX->NCRU,Longhaul,32ft,21:41,7454,1000,8,21
2024-03-14,VH2291,PNQX->NCRU,Longhaul,32ft,10:47,7999,1000,8,10
2024-03-14,VH2292,NDLX->NCRU,Milkrun,14ft,15:24,909,1000,1,15
2024-03-14,VH2293,HYDX->NCRU,Longhaul,32ft,06:16,9325,1000,10,6
2024-03-14,VH2294,NDLX->NCRU,Milkrun,24ft,11:12,1467,1000,2,11
2024-03-14,VH2295,GZBX->NCRU,Milkrun,14ft,06:31,967,1000,1,6
2024-03-14,VH2296,NDLX->NCRU,Milkrun,17ft,15:42,963,1000,1,15
2024-03-14,VH2297,LJP->NCRU,Milkrun,24ft,15:54,781,1000,1,15
2024-03-14,VH2298,PATX->NCRU,Longhaul,32ft,17:44,5699,1000,6,17
2024-03-14,VH2299,KRL->NCRU,Milkrun,14ft,18:47,929,1000,1,18
2024-03-14,VH2300,LJP->NCRU,Milkrun,24ft,18:35,1414,1000,2,18
2024-03-14,VH2301,KRL->NCRU,Milkrun,24ft,07:54,753,1000,1,7
2024-03-14,VH2302,PNQX->NCRU,Longhaul,32ft,11:05,5169,1000,6,11
2024-03-14,VH2303,GZBX->NCRU,Milkrun,24ft,18:59,1112,1000,2,18
2024-03-14,VH2304,GZBX->NCRU,Milkrun,24ft,08:27,752,1000,1,8
2024-03-14,VH2305,ROHX->NCRU,Milkrun,17ft,15:32,1178,1000,2,15
2024-03-14,VH2306,LKOX->NCRU,Longhaul,32ft,01:11,6070,1000,7,1
2024-03-14,VH2307,LJP->NCRU,Milkrun,24ft,15:56,1330,1000,2,15
2024-03-14,VH2308,BLRX->NCRU,Longhaul,32ft,12:02,7617,1000,8,12
2024-03-14,VH2309,HYDX->NCRU,Longhaul,32ft,12:47,6907,1000,7,12
2024-03-14,VH2310,GZBX->NCRU,Milkrun,14ft,02:00,1377,1000,2,2
2024-03-14,VH2311,HYDX->NCRU,Longhaul,32ft,15:21,5729,1000,6,15
2024-03-14,VH2312,HYDX->NCRU,Longhaul,32ft,15:59,5830,1000,6,15
2024-03-14,VH2313,NDLX->NCRU,Milkrun,24ft,14:55,1038,1000,2,14
2024-03-14,VH2314,ROHX->NCRU,Milkrun,17ft,15:34,1182,1000,2,15
2024-03-14,VH2315,HYDX->NCRU,Longhaul,32ft,20:28,9408,1000,10,20
2024-03-14,VH2316,PNQX->NCRU,Longhaul,32ft,17:56,5150,1000,6,17
2024-03-14,VH2317,PNQX->NCRU,Longhaul,32ft,17:04,6084,1000,7,17
2024-03-14,VH2318,LKOX->NCRU,Longhaul,32ft,17:34,5386,1000,6,17
2024-03-14,VH2319,HYDX->NCRU,Longhaul,32ft,06:41,5960,1000,6,6
2024-03-14,VH2320,ROHX->NCRU,Milkrun,24ft,14:08,886,1000,1,14
2024-03-14,VH2321,PATX->NCRU,Longhaul,32ft,03:02,7406,1000,8,3
2024-03-14,VH2322,KRL->NCRU,Milkrun,24ft,15:08,1283,1000,2,15
2024-03-14,VH2323,NDLX->NCRU,Milkrun,17ft,19:30,1174,1000,2,19
2024-03-14,VH2324,PNQX->NCRU,Longhaul,32ft,11:52,6140,1000,7,11
2024-03-14,VH2325,PNQX->NCRU,Longhaul,32ft,15:29,5789,1000,6,15
2024-03-14,VH2326,PATX->NCRU,Longhaul,32ft,16:00,6881,1000,7,16
2024-03-14,VH2327,BLRX->NCRU,Longhaul,32ft,19:25,8668,1000,9,19
2024-03-14,VH2328,BLRX->NCRU,Longhaul,32ft,11:50,5904,1000,6,11
2024-03-14,VH2329,LJP->NCRU,Milkrun,17ft,18:48,1162,1000,2,18
2024-03-14,VH2330,NDLX->NCRU,Milkrun,17ft,15:25,1074,1000,2,15
2024-03-14,VH2331,ROHX->NCRU,Milkrun,17ft,09:17,1402,1000,2,9
2024-03-14,VH2332,ROHX->NCRU,Milkrun,24ft,13:28,1479,1000,2,13
2024-03-14,VH2333,LJP->NCRU,Milkrun,14ft,15:17,912,1000,1,15
2024-03-14,VH2334,MJAX->NCRU,Longhaul,32ft,15:40,5855,1000,6,15
2024-03-14,VH2335,NDLX->NCRU,Milkrun,17ft,18:38,1300,1000,2,18
2024-03-14,VH2336,GZBX->NCRU,Milkrun,14ft,15:54,1041,1000,2,15
2024-03-14,VH2337,BLRX->NCRU,Longhaul,32ft,11:37,8839,1000,9,11
2024-03-14,VH2338,HYDX->NCRU,Longhaul,32ft,02:17,7759,1000,8,2
2024-03-14,VH2339,ROHX->NCRU,Milkrun,24ft,01:22,937,1000,1,1
2024-03-14,VH2340,ROHX->NCRU,Milkrun,24ft,22:26,848,1000,1,22
2024-03-14,VH2341,ROHX->NCRU,Milkrun,17ft,22:59,782,1000,1,22
2024-03-14,VH2342,ROHX->NCRU,Milkrun,14ft,15:29,795,1000,1,15
2024-03-14,VH2343,BLRX->NCRU,Longhaul,32ft,11:04,8288,1000,9,11
2024-03-14,VH2344,LJP->NCRU,Milkrun,24ft,04:11,1238,1000,2,4
2024-03-14,VH2345,LKOX->NCRU,Longhaul,32ft,15:00,6118,1000,7,15
2024-03-14,VH2346,GZBX->NCRU,Milkrun,14ft,05:42,831,1000,1,5
2024-03-14,VH2347,BLRX->NCRU,Longhaul,32ft,16:55,5521,1000,6,16
2024-03-14,VH2348,LKOX->NCRU,Longhaul,32ft,06:27,6839,1000,7,6
2024-03-14,VH2349,PATX->NCRU,Longhaul,32ft,19:54,7430,1000,8,19
2024-03-14,VH2350,ROHX->NCRU,Milkrun,24ft,17:07,1348,1000,2,17
2024-03-14,VH2351,KRL->NCRU,Milkrun,17ft,14:48,1359,1000,2,14
2024-03-14,VH2352,GZBX->NCRU,Milkrun,14ft,05:22,995,1000,1,5
2024-03-14,VH2353,PNQX->NCRU,Longhaul,32ft,23:00,8398,1000,9,23
2024-03-14,VH2354,BLRX->NCRU,Longhaul,32ft,13:18,6863,1000,7,13
2024-03-14,VH2355,ROHX->NCRU,Milkrun,24ft,15:40,1099,1000,2,15
2024-03-14,VH2356,LJP->NCRU,Milkrun,14ft,01:44,729,1000,1,1
2024-03-14,VH2357,NDLX->NCRU,Milkrun,24ft,17:19,1231,1000,2,17
2024-03-14,VH2358,ROHX->NCRU,Milkrun,17ft,08:31,1345,1000,2,8
2024-03-14,VH2359,LKOX->NCRU,Longhaul,32ft,17:12,5797,1000,6,17
2024-03-14,VH2360,PATX->NCRU,Longhaul,32ft,18:07,6068,1000,7,18
2024-03-14,VH2361,LKOX->NCRU,Longhaul,32ft,16:02,5886,1000,6,16
2024-03-14,VH2362,LJP->NCRU,Milkrun,14ft,17:52,851,1000,1,17
2024-03-14,VH2363,NDLX->NCRU,Milkrun,14ft,18:50,1390,1000,2,18
2024-03-14,VH2364,LJP->NCRU,Milkrun,14ft,13:02,1282,1000,2,13
2024-03-14,VH2365,MJAX->NCRU,Longhaul,32ft,22:36,7265,1000,8,22
2024-03-14,VH2366,KRL->NCRU,Milkrun,14ft,02:44,1301,1000,2,2
2024-03-14,VH2367,BLRX->NCRU,Longhaul,32ft,08:47,6122,1000,7,8
2024-03-14,VH2368,LJP->NCRU,Milkrun,17ft,15:25,752,1000,1,15
2024-03-14,VH2369,KRL->NCRU,Milkrun,14ft,15:29,1164,1000,2,15
2024-03-14,VH2370,PATX->NCRU,Longhaul,32ft,02:12,6166,1000,7,2
2024-03-14,VH2371,ROHX->NCRU,Milkrun,24ft,21:36,1209,1000,2,21
2024-03-14,VH2372,PATX->NCRU,Longhaul,32ft,18:03,6303,1000,7,18
2024-03-14,VH2373,KRL->NCRU,Milkrun,14ft,15:43,1144,1000,2,15
2024-03-14,VH2374,NDLX->NCRU,Milkrun,17ft,16:58,1160,1000,2,16
2024-03-14,VH2375,NDLX->NCRU,Milkrun,14ft,12:07,932,1000,1,12
2024-03-14,VH2376,KRL->NCRU,Milkrun,14ft,17:40,1490,1000,2,17
2024-03-14,VH2377,PATX->NCRU,Longhaul,32ft,13:44,5173,1000,6,13
2024-03-14,VH2378,HYDX->NCRU,Longhaul,32ft,18:03,5552,1000,6,18
2024-03-14,VH2379,NDLX->NCRU,Milkrun,17ft,02:45,910,1000,1,2
2024-03-14,VH2380,NDLX->NCRU,Milkrun,14ft,18:50,1420,1000,2,18
2024-03-14,VH2381,ROHX->NCRU,Milkrun,24ft,21:53,973,1000,1,21
2024-03-14,VH2382,GZBX->NCRU,Milkrun,17ft,03:00,1483,1000,2,3
2024-03-14,VH2383,NDLX->NCRU,Milkrun,24ft,16:01,807,1000,1,16
2024-03-14,VH2384,NDLX->NCRU,Milkrun,17ft,16:21,1306,1000,2,16
2024-03-14,VH2385,PATX->NCRU,Longhaul,32ft,11:28,6877,1000,7,11
2024-03-14,VH2386,GZBX->NCRU,Milkrun,24ft,15:52,1027,1000,2,15
2024-03-14,VH2387,KRL->NCRU,Milkrun,17ft,02:31,725,1000,1,2
2024-03-14,VH2388,LJP->NCRU,Milkrun,17ft,22:03,945,1000,1,22
2024-03-14,VH2389,ROHX->NCRU,Milkrun,24ft,08:32,1230,1000,2,8
2024-03-14,VH2390,LKOX->NCRU,Longhaul,32ft,19:03,6778,1000,7,19
2024-03-14,VH2391,GZBX->NCRU,Milkrun,14ft,23:18,1408,1000,2,23
2024-03-14,VH2392,PNQX->NCRU,Longhaul,32ft,14:30,8159,1000,9,14
2024-03-14,VH2393,ROHX->NCRU,Milkrun,24ft,10:38,1207,1000,2,10
2024-03-14,VH2394,LJP->NCRU,Milkrun,14ft,18:33,818,1000,1,18
2024-03-14,VH2395,HYDX->NCRU,Longhaul,32ft,16:18,9039,1000,10,16
2024-03-14,VH2396,MJAX->NCRU,Longhaul,32ft,20:56,9104,1000,10,20
2024-03-14,VH2397,GZBX->NCRU,Milkrun,24ft,14:25,709,1000,1,14
2024-03-14,VH2398,LJP->NCRU,Milkrun,24ft,19:50,852,1000,1,19
2024-03-14,VH2399,MJAX->NCRU,Longhaul,32ft,15:21,6474,1000,7,15
2024-03-14,VH2400,HYDX->NCRU,Longhaul,32ft,13:01,7347,1000,8,13
2024-03-14,VH2401,ROHX->NCRU,Milkrun,14ft,19:26,939,1000,1,19
2024-03-14,VH2402,NDLX->NCRU,Milkrun,24ft,20:01,774,1000,1,20
2024-03-15,VH2403,LKOX->NCRU,Longhaul,32ft,19:29,6131,1000,7,19
2024-03-15,VH2404,PATX->NCRU,Longhaul,32ft,18:31,7193,1000,8,18
2024-03-15,VH2405,NDLX->NCRU,Milkrun,17ft,12:20,984,1000,1,12
2024-03-15,VH2406,GZBX->NCRU,Milkrun,24ft,15:50,1270,1000,2,15
2024-03-15,VH2407,LKOX->NCRU,Longhaul,32ft,03:15,7562,1000,8,3
2024-03-15,VH2408,LKOX->NCRU,Longhaul,32ft,14:46,5158,1000,6,14
2024-03-15,VH2409,PATX->NCRU,Longhaul,32ft,11:48,5526,1000,6,11
2024-03-15,VH2410,NDLX->NCRU,Milkrun,24ft,11:51,700,1000,1,11
2024-03-15,VH2411,KRL->NCRU,Milkrun,24ft,22:15,979,1000,1,22
2024-03-15,VH2412,MJAX->NCRU,Longhaul,32ft,11:13,9390,1000,10,11
2024-03-15,VH2413,LJP->NCRU,Milkrun,14ft,07:43,1033,1000,2,7
2024-03-15,VH2414,NDLX->NCRU,Milkrun,17ft,21:48,1389,1000,2,21
2024-03-15,VH2415,LJP->NCRU,Milkrun,24ft,02:18,775,1000,1,2
2024-03-15,VH2416,ROHX->NCRU,Milkrun,24ft,04:36,1436,1000,2,4
2024-03-15,VH2417,KRL->NCRU,Milkrun,17ft,19:47,1246,1000,2,19
2024-03-15,VH2418,GZBX->NCRU,Milkrun,24ft,11:32,915,1000,1,11
2024-03-15,VH2419,KRL->NCRU,Milkrun,17ft,15:27,935,1000,1,15
2024-03-15,VH2420,KRL->NCRU,Milkrun,14ft,22:33,1447,1000,2,22
2024-03-15,VH2421,HYDX->NCRU,Longhaul,32ft,14:15,7956,1000,8,14
2024-03-15,VH2422,NDLX->NCRU,Milkrun,24ft,02:48,1448,1000,2,2
2024-03-15,VH2423,LJP->NCRU,Milkrun,14ft,16:49,1035,1000,2,16
2024-03-15,VH2424,LKOX->NCRU,Longhaul,32ft,17:51,7741,1000,8,17
2024-03-15,VH2425,NDLX->NCRU,Milkrun,24ft,13:50,1420,1000,2,13
2024-03-15,VH2426,GZBX->NCRU,Milkrun,24ft,22:21,1224,1000,2,22
2024-03-15,VH2427,NDLX->NCRU,Milkrun,24ft,18:20,1236,1000,2,18
2024-03-15,VH2428,LKOX->NCRU,Longhaul,32ft,14:44,5728,1000,6,14
2024-03-15,VH2429,MJAX->NCRU,Longhaul,32ft,09:34,7909,1000,8,9
2024-03-15,VH2430,GZBX->NCRU,Milkrun,14ft,08:12,1189,1000,2,8
2024-03-15,VH2431,NDLX->NCRU,Milkrun,14ft,19:54,726,1000,1,19
2024-03-15,VH2432,NDLX->NCRU,Milkrun,24ft,12:56,833,1000,1,12
2024-03-15,VH2433,KRL->NCRU,Milkrun,24ft,10:17,1329,1000,2,10
2024-03-15,VH2434,GZBX->NCRU,Milkrun,17ft,08:38,782,1000,1,8
2024-03-15,VH2435,PNQX->NCRU,Longhaul,32ft,02:11,8347,1000,9,2
2024-03-15,VH2436,ROHX->NCRU,Milkrun,17ft,15:59,743,1000,1,15
2024-03-15,VH2437,PNQX->NCRU,Longhaul,32ft,15:36,8048,1000,9,15
2024-03-15,VH2438,KRL->NCRU,Milkrun,14ft,11:58,1335,1000,2,11
2024-03-15,VH2439,HYDX->NCRU,Longhaul,32ft,00:34,5710,1000,6,0
2024-03-15,VH2440,BLRX->NCRU,Longhaul,32ft,07:27,8486,1000,9,7
2024-03-15,VH2441,LJP->NCRU,Milkrun,17ft,22:47,987,1000,1,22
2024-03-15,VH2442,MJAX->NCRU,Longhaul,32ft,05:20,6340,1000,7,5
2024-03-15,VH2443,ROHX->NCRU,Milkrun,14ft,11:25,1340,1000,2,11
2024-03-15,VH2444,LKOX->NCRU,Longhaul,32ft,20:24,9056,1000,10,20
2024-03-15,VH2445,NDLX->NCRU,Milkrun,17ft,16:25,1127,1000,2,16
2024-03-15,VH2446,PATX->NCRU,Longhaul,32ft,13:51,8198,1000,9,13
2024-03-15,VH2447,HYDX->NCRU,Longhaul,32ft,06:44,6815,1000,7,6
2024-03-15,VH2448,KRL->NCRU,Milkrun,17ft,01:56,841,1000,1,1
2024-03-15,VH2449,MJAX->NCRU,Longhaul,32ft,01:13,5847,1000,6,1
2024-03-15,VH2450,NDLX->NCRU,Milkrun,24ft,23:37,1321,1000,2,23
2024-03-15,VH2451,BLRX->NCRU,Longhaul,32ft,17:46,5467,1000,6,17
2024-03-15,VH2452,MJAX->NCRU,Longhaul,32ft,17:02,7893,1000,8,17
2024-03-15,VH2453,GZBX->NCRU,Milkrun,24ft,14:15,864,1000,1,14
2024-03-15,VH2454,ROHX->NCRU,Milkrun,24ft,18:31,851,1000,1,18
2024-03-15,VH2455,LJP->NCRU,Milkrun,14ft,10:10,808,1000,1,10
2024-03-15,VH2456,PNQX->NCRU,Longhaul,32ft,22:19,5600,1000,6,22
2024-03-15,VH2457,KRL->NCRU,Milkrun,17ft,16:43,857,1000,1,16
2024-03-15,VH2458,MJAX->NCRU,Longhaul,32ft,19:44,6810,1000,7,19
2024-03-15,VH2459,KRL->NCRU,Milkrun,17ft,01:37,925,1000,1,1
2024-03-15,VH2460,KRL->NCRU,Milkrun,24ft,02:20,1096,1000,2,2
2024-03-15,VH2461,LKOX->NCRU,Longhaul,32ft,18:06,6936,1000,7,18
2024-03-15,VH2462,MJAX->NCRU,Longhaul,32ft,17:48,8005,1000,9,17
2024-03-15,VH2463,ROHX->NCRU,Milkrun,17ft,16:45,1019,1000,2,16
2024-03-15,VH2464,HYDX->NCRU,Longhaul,32ft,13:36,5038,1000,6,13
2024-03-15,VH2465,LKOX->NCRU,Longhaul,32ft,15:05,6396,1000,7,15
2024-03-15,VH2466,GZBX->NCRU,Milkrun,24ft,08:57,1013,1000,2,8
2024-03-15,VH2467,BLRX->NCRU,Longhaul,32ft,14:35,8188,1000,9,14
2024-03-15,VH2468,KRL->NCRU,Milkrun,24ft,13:15,799,1000,1,13
2024-03-15,VH2469,PNQX->NCRU,Longhaul,32ft,11:51,8782,1000,9,11
2024-03-15,VH2470,KRL->NCRU,Milkrun,24ft,01:55,849,1000,1,1
2024-03-15,VH2471,ROHX->NCRU,Milkrun,24ft,13:40,924,1000,1,13
2024-03-15,VH2472,HYDX->NCRU,Longhaul,32ft,15:23,5868,1000,6,15
2024-03-15,VH2473,ROHX->NCRU,Milkrun,14ft,15:13,872,1000,1,15
2024-03-15,VH2474,MJAX->NCRU,Longhaul,32ft,23:57,5972,1000,6,23
2024-03-15,VH2475,LJP->NCRU,Milkrun,14ft,16:04,1433,1000,2,16
2024-03-15,VH2476,GZBX->NCRU,Milkrun,14ft,17:59,1327,1000,2,17
2024-03-15,VH2477,PATX->NCRU,Longhaul,32ft,04:46,8660,1000,9,4
2024-03-15,VH2478,GZBX->NCRU,Milkrun,24ft,17:03,1154,1000,2,17
2024-03-15,VH2479,KRL->NCRU,Milkrun,14ft,19:30,1113,1000,2,19
2024-03-15,VH2480,ROHX->NCRU,Milkrun,24ft,22:31,855,1000,1,22
2024-03-15,VH2481,GZBX->NCRU,Milkrun,14ft,00:20,908,1000,1,0
2024-03-15,VH2482,KRL->NCRU,Milkrun,24ft,11:30,1446,1000,2,11
2024-03-15,VH2483,MJAX->NCRU,Longhaul,32ft,13:40,8876,1000,9,13
2024-03-15,VH2484,KRL->NCRU,Milkrun,17ft,13:04,1258,1000,2,13
2024-03-15,VH2485,HYDX->NCRU,Longhaul,32ft,13:33,8619,1000,9,13
2024-03-15,VH2486,ROHX->NCRU,Milkrun,14ft,09:58,1333,1000,2,9
2024-03-15,VH2487,ROHX->NCRU,Milkrun,24ft,05:44,849,1000,1,5
2024-03-15,VH2488,GZBX->NCRU,Milkrun,24ft,13:29,872,1000,1,13
2024-03-15,VH2489,PATX->NCRU,Longhaul,32ft,13:13,7032,1000,8,13
2024-03-15,VH2490,PATX->NCRU,Longhaul,32ft,12:57,8365,1000,9,12
2024-03-15,VH2491,BLRX->NCRU,Longhaul,32ft,11:47,9179,1000,10,11
2024-03-15,VH2492,ROHX->NCRU,Milkrun,14ft,16:07,1266,1000,2,16
2024-03-15,VH2493,PNQX->NCRU,Longhaul,32ft,07:58,8710,1000,9,7
2024-03-15,VH2494,LJP->NCRU,Milkrun,14ft,15:52,1135,1000,2,15
2024-03-15,VH2495,NDLX->NCRU,Milkrun,17ft,20:58,1288,1000,2,20
2024-03-15,VH2496,LKOX->NCRU,Longhaul,32ft,15:20,9163,1000,10,15
2024-03-15,VH2497,ROHX->NCRU,Milkrun,24ft,15:06,775,1000,1,15
2024-03-15,VH2498,GZBX->NCRU,Milkrun,24ft,11:22,796,1000,1,11
2024-03-15,VH2499,LJP->NCRU,Milkrun,17ft,21:41,1203,1000,2,21
2024-03-15,VH2500,KRL->NCRU,Milkrun,24ft,09:33,1057,1000,2,9
2024-03-15,VH2501,LKOX->NCRU,Longhaul,32ft,15:09,6518,1000,7,15
2024-03-15,VH2502,LJP->NCRU,Milkrun,24ft,19:47,1433,1000,2,19
2024-03-15,VH2503,GZBX->NCRU,Milkrun,24ft,03:24,954,1000,1,3
2024-03-15,VH2504,LKOX->NCRU,Longhaul,32ft,08:32,8130,1000,9,8
2024-03-15,VH2505,LKOX->NCRU,Longhaul,32ft,18:02,5093,1000,6,18
2024-03-15,VH2506,LJP->NCRU,Milkrun,14ft,12:11,796,1000,1,12
2024-03-15,VH2507,PNQX->NCRU,Longhaul,32ft,15:51,8251,1000,9,15
2024-03-15,VH2508,NDLX->NCRU,Milkrun,14ft,17:08,1099,1000,2,17
2024-03-15,VH2509,NDLX->NCRU,Milkrun,14ft,18:34,1419,1000,2,18
2024-03-15,VH2510,LJP->NCRU,Milkrun,24ft,06:15,1021,1000,2,6
2024-03-15,VH2511,HYDX->NCRU,Longhaul,32ft,20:16,8626,1000,9,20
2024-03-15,VH2512,LKOX->NCRU,Longhaul,32ft,19:11,7889,1000,8,19
2024-03-15,VH2513,NDLX->NCRU,Milkrun,24ft,15:38,1215,1000,2,15
2024-03-15,VH2514,KRL->NCRU,Milkrun,17ft,13:48,884,1000,1,13
2024-03-15,VH2515,GZBX->NCRU,Milkrun,17ft,11:43,1347,1000,2,11
2024-03-15,VH2516,NDLX->NCRU,Milkrun,17ft,07:33,1134,1000,2,7
2024-03-15,VH2517,PNQX->NCRU,Longhaul,32ft,20:38,8824,1000,9,20
2024-03-15,VH2518,BLRX->NCRU,Longhaul,32ft,20:23,5377,1000,6,20
2024-03-15,VH2519,MJAX->NCRU,Longhaul,32ft,19:00,6559,1000,7,19
2024-03-15,VH2520,GZBX->NCRU,Milkrun,24ft,16:40,848,1000,1,16
2024-03-15,VH2521,PATX->NCRU,Longhaul,32ft,23:48,7561,1000,8,23
2024-03-15,VH2522,LJP->NCRU,Milkrun,24ft,05:41,948,1000,1,5
2024-03-15,VH2523,NDLX->NCRU,Milkrun,14ft,18:19,1235,1000,2,18
2024-03-15,VH2524,LJP->NCRU,Milkrun,24ft,07:59,817,1000,1,7
2024-03-15,VH2525,GZBX->NCRU,Milkrun,17ft,10:07,1232,1000,2,10
2024-03-15,VH2526,LKOX->NCRU,Longhaul,32ft,01:31,7194,1000,8,1
2024-03-15,VH2527,BLRX->NCRU,Longhaul,32ft,15:51,8297,1000,9,15
2024-03-15,VH2528,PNQX->NCRU,Longhaul,32ft,16:37,9011,1000,10,16
2024-03-15,VH2529,HYDX->NCRU,Longhaul,32ft,23:28,7457,1000,8,23
2024-03-15,VH2530,LKOX->NCRU,Longhaul,32ft,06:07,7270,1000,8,6
2024-03-15,VH2531,NDLX->NCRU,Milkrun,24ft,17:44,866,1000,1,17
2024-03-15,VH2532,PATX->NCRU,Longhaul,32ft,10:10,7145,1000,8,10
2024-03-15,VH2533,KRL->NCRU,Milkrun,14ft,15:16,1488,1000,2,15
2024-03-15,VH2534,NDLX->NCRU,Milkrun,14ft,22:23,727,1000,1,22
2024-03-15,VH2535,LKOX->NCRU,Longhaul,32ft,11:54,5219,1000,6,11
2024-03-15,VH2536,PATX->NCRU,Longhaul,32ft,02:38,5445,1000,6,2
2024-03-15,VH2537,BLRX->NCRU,Longhaul,32ft,13:15,9462,1000,10,13
2024-03-15,VH2538,PNQX->NCRU,Longhaul,32ft,13:39,6817,1000,7,13
2024-03-15,VH2539,GZBX->NCRU,Milkrun,14ft,18:49,1485,1000,2,18
2024-03-15,VH2540,ROHX->NCRU,Milkrun,17ft,13:54,841,1000,1,13
2024-03-15,VH2541,GZBX->NCRU,Milkrun,14ft,18:16,926,1000,1,18
2024-03-15,VH2542,LJP->NCRU,Milkrun,14ft,06:46,1057,1000,2,6
2024-03-15,VH2543,ROHX->NCRU,Milkrun,14ft,14:22,781,1000,1,14
2024-03-15,VH2544,MJAX->NCRU,Longhaul,32ft,00:13,7818,1000,8,0
2024-03-15,VH2545,NDLX->NCRU,Milkrun,17ft,01:20,1062,1000,2,1
2024-03-15,VH2546,GZBX->NCRU,Milkrun,17ft,07:21,1238,1000,2,7
2024-03-15,VH2547,KRL->NCRU,Milkrun,14ft,13:07,1356,1000,2,13
2024-03-15,VH2548,KRL->NCRU,Milkrun,17ft,08:29,1348,1000,2,8
2024-03-15,VH2549,NDLX->NCRU,Milkrun,17ft,19:20,1480,1000,2,19
2024-03-15,VH2550,HYDX->NCRU,Longhaul,32ft,13:39,5479,1000,6,13
2024-03-15,VH2551,KRL->NCRU,Milkrun,14ft,15:48,926,1000,1,15
2024-03-15,VH2552,GZBX->NCRU,Milkrun,14ft,00:54,718,1000,1,0
2024-03-15,VH2553,ROHX->NCRU,Milkrun,14ft,11:24,757,1000,1,11
2024-03-15,VH2554,GZBX->NCRU,Milkrun,24ft,14:25,1431,1000,2,14
2024-03-15,VH2555,MJAX->NCRU,Longhaul,32ft,18:44,8773,1000,9,18
2024-03-15,VH2556,PATX->NCRU,Longhaul,32ft,14:21,8084,1000,9,14
2024-03-15,VH2557,ROHX->NCRU,Milkrun,24ft,12:12,1389,1000,2,12
2024-03-15,VH2558,GZBX->NCRU,Milkrun,24ft,13:21,785,1000,1,13
2024-03-15,VH2559,GZBX->NCRU,Milkrun,14ft,11:01,902,1000,1,11
2024-03-15,VH2560,MJAX->NCRU,Longhaul,32ft,11:56,9308,1000,10,11
2024-03-15,VH2561,LKOX->NCRU,Longhaul,32ft,07:38,6926,1000,7,7
2024-03-15,VH2562,LKOX->NCRU,Longhaul,32ft,18:03,8058,1000,9,18
2024-03-15,VH2563,LJP->NCRU,Milkrun,17ft,03:53,834,1000,1,3
2024-03-15,VH2564,PNQX->NCRU,Longhaul,32ft,15:56,8648,1000,9,15
2024-03-15,VH2565,MJAX->NCRU,Longhaul,32ft,06:01,9247,1000,10,6
2024-03-15,VH2566,BLRX->NCRU,Longhaul,32ft,10:50,5671,1000,6,10
2024-03-15,VH2567,ROHX->NCRU,Milkrun,24ft,15:13,1292,1000,2,15
2024-03-15,VH2568,NDLX->NCRU,Milkrun,14ft,12:16,952,1000,1,12
2024-03-15,VH2569,PNQX->NCRU,Longhaul,32ft,22:32,8831,1000,9,22
2024-03-15,VH2570,LJP->NCRU,Milkrun,14ft,05:55,1246,1000,2,5
2024-03-15,VH2571,PATX->NCRU,Longhaul,32ft,17:46,6260,1000,7,17
2024-03-15,VH2572,ROHX->NCRU,Milkrun,24ft,03:12,989,1000,1,3
2024-03-15,VH2573,LKOX->NCRU,Longhaul,32ft,04:44,5003,1000,6,4
2024-03-15,VH2574,NDLX->NCRU,Milkrun,14ft,15:28,1500,1000,2,15
2024-03-15,VH2575,KRL->NCRU,Milkrun,14ft,09:20,998,1000,1,9
2024-03-15,VH2576,KRL->NCRU,Milkrun,14ft,04:07,1092,1000,2,4
2024-03-15,VH2577,ROHX->NCRU,Milkrun,24ft,06:22,869,1000,1,6
2024-03-15,VH2578,LJP->NCRU,Milkrun,17ft,18:52,1475,1000,2,18
2024-03-15,VH2579,KRL->NCRU,Milkrun,17ft,11:41,1247,1000,2,11
2024-03-15,VH2580,PATX->NCRU,Longhaul,32ft,18:32,7209,1000,8,18
2024-03-15,VH2581,PATX->NCRU,Longhaul,32ft,06:20,6305,1000,7,6
2024-03-15,VH2582,NDLX->NCRU,Milkrun,24ft,18:01,999,1000,1,18
2024-03-15,VH2583,LKOX->NCRU,Longhaul,32ft,12:28,6255,1000,7,12
2024-03-15,VH2584,HYDX->NCRU,Longhaul,32ft,02:37,5148,1000,6,2
2024-03-15,VH2585,LJP->NCRU,Milkrun,14ft,15:17,1166,1000,2,15
2024-03-15,VH2586,LKOX->NCRU,Longhaul,32ft,07:19,7985,1000,8,7
